Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoMedicaoChuvas: 1 = Pluviômetro, 2 = Pluviógrafo, 3 = Data logger
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Acumulado

Restrições da consulta:
Código da Estação:936041


EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status
936041;1;01/08/1991;1;"87,1";"231,3";16;20;1;1;0;"861,7";1;"1,1";"0,0";"6,1";"3,0";"0,0";"2,4";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"7,3";"4,4";"26,4";"87,1";"16,4";"8,4";"8,0";"2,3";"5,3";"3,1";"10,2";"11,2";"5,1";"10,1";"2,0";"11,4";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
936041;1;01/07/1991;1;"8,4";"124,7";1;29;1;1;0;"861,7";1;"8,4";"6,0";"3,0";"5,0";"4,1";"2,1";"0,0";"6,0";"4,3";"5,2";"3,0";"4,0";"6,0";"2,0";"2,3";"2,1";"3,0";"7,0";"5,0";"3,3";"4,1";"4,0";"3,1";"4,2";"3,0";"5,0";"2,1";"0,0";"7,0";"4,2";"6,2";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
936041;1;01/06/1991;1;"17,4";"114,4";1;23;1;1;0;"861,7";1;"17,4";"9,1";"8,3";"6,4";"8,4";"8,2";"2,3";"1,2";"8,2";"13,3";"1,3";"1,1";"0,0";"0,0";"5,0";"0,0";"0,2";"1,4";"0,0";"1,2";"0,0";"3,1";"3,3";"4,3";"0,0";"1,3";"6,2";"1,2";"0,0";"2,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
936041;1;01/05/1991;1;"39,1";"189,5";22;22;1;1;0;"861,7";1;"3,0";"6,0";"4,1";"4,3";"2,0";"0,0";"0,0";"1,0";"0,0";"7,2";"0,0";"0,0";"16,1";"14,2";"0,0";"0,0";"0,0";"13,1";"18,0";"18,4";"10,0";"39,1";"6,2";"0,4";"4,4";"2,3";"0,3";"0,0";"9,3";"8,1";"2,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
936041;1;01/04/1991;1;"25,1";"56,6";21;8;1;1;0;"861,7";1;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"2,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"10,0";"6,0";"25,1";"0,0";"1,0";"0,0";"4,1";"1,3";"0,0";"0,0";"7,1";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
936041;1;01/03/1991;1;"21,3";"39,4";16;9;1;1;0;"861,7";1;"0,0";"0,0";"0,0";"0,0";"0,0";"1,1";"1,1";"4,1";"0,0";"0,0";"0,0";"0,0";"0,0";"1,2";"4,1";"21,3";"0,4";"3,1";"0,0";"0,0";"0,0";"0,0";"0,0";"3,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
936041;1;01/02/1991;1;"29,3";"30,5";5;2;1;1;0;"861,7";1;"0,0";"0,0";"0,0";"0,0";"29,3";"1,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
936041;1;01/01/1991;1;"8,0";"8,0";19;1;1;1;0;"861,7";1;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"8,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
936041;1;01/12/1990;1;"23,2";"25,2";24;2;1;1;0;"595,4";1;"0,0";"0,0";"0,0";"0,0";"0,0";"2,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"23,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
936041;1;01/11/1990;1;"11,0";"15,1";15;3;1;1;0;"595,4";1;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"2,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"11,0";"0,0";"0,0";"0,0";"2,1";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
936041;1;01/10/1990;1;"8,0";"8,0";18;1;1;1;0;"595,4";1;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"8,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
936041;1;01/09/1990;1;"26,0";"56,2";26;4;1;1;0;"595,4";1;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"26,0";"20,2";"9,0";"1,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
936041;1;01/08/1990;1;"12,0";"59,8";4;12;1;1;0;"595,4";1;"3,4";"0,0";"4,1";"12,0";"0,0";"6,2";"8,2";"2,3";"0,0";"0,0";"0,0";"0,0";"4,0";"0,0";"0,0";"5,0";"9,2";"0,0";"0,0";"0,0";"1,1";"0,0";"2,0";"2,3";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
936041;1;01/07/1990;1;"12,3";"107,2";1;20;1;1;0;"595,4";1;"12,3";"4,1";"2,3";"2,0";"8,0";"5,3";"6,1";"1,2";"0,2";"10,0";"5,1";"2,2";"2,0";"1,2";"2,3";"10,1";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"8,3";"0,0";"2,4";"0,0";"10,1";"12,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
936041;1;01/06/1990;1;"27,1";"99,0";1;14;1;1;0;"595,4";1;"27,1";"2,4";"11,1";"0,0";"0,0";"0,0";"1,0";"5,0";"11,0";"0,0";"0,0";"3,0";"4,2";"0,0";"3,0";"0,0";"0,0";"0,0";"3,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"6,1";"7,1";"0,0";"9,0";"6,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
936041;1;01/05/1990;1;"26,2";"74,8";24;9;1;1;0;"595,4";1;"0,0";"0,0";"0,0";"0,0";"4,0";"0,0";"0,0";"2,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"26,2";"13,2";"0,0";"10,2";"4,0";"2,2";"3,0";"10,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
936041;1;01/04/1990;1;"34,0";"110,7";23;9;1;1;0;"595,4";1;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"4,0";"5,0";"9,0";"10,3";"34,0";"4,1";"2,3";"13,0";"29,0";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
936041;1;01/03/1990;1;"0,0";"0,0";1;0;1;1;1;"595,4";1;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
936041;1;01/02/1990;1;"6,3";"12,4";17;3;1;1;0;"595,4";1;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"2,0";"0,0";"4,1";"0,0";"0,0";"0,0";"0,0";"6,3";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
936041;1;01/01/1990;1;"25,0";"27,0";22;2;1;1;0;"595,4";1;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"25,0";"0,0";"0,0";"2,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
936041;1;01/12/1989;1;"25,1";"44,1";25;5;1;1;0;"868,5";1;"0,0";"8,0";"1,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"4,0";"0,0";"6,0";"0,0";"0,0";"25,1";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
936041;1;01/11/1989;1;"0,0";"0,0";1;0;1;1;1;"868,5";1;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
936041;1;01/10/1989;1;"25,0";"25,0";22;1;1;1;0;"868,5";1;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"25,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
936041;1;01/09/1989;1;"28,3";"39,7";19;3;1;1;0;"868,5";1;"0,0";"0,0";"0,0";"1,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"28,3";"10,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
936041;1;01/08/1989;1;"18,4";"49,8";30;11;1;1;0;"868,5";1;"0,0";"0,0";"0,0";"4,2";"3,0";"0,0";"0,0";"0,0";"0,0";"3,2";"0,0";"0,0";"1,0";"0,0";"0,0";"1,0";"2,0";"5,0";"2,0";"9,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"18,4";"1,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
936041;1;01/07/1989;1;"60,1";"218,8";11;22;1;1;0;"868,5";1;"6,0";"20,3";"3,3";"13,0";"5,3";"25,1";"5,2";"10,0";"0,0";"0,0";"60,1";"5,3";"2,0";"3,2";"6,2";"9,1";"2,1";"0,0";"12,0";"8,0";"9,0";"1,3";"3,0";"5,0";"4,3";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
936041;1;01/06/1989;1;"19,2";"106,0";30;17;1;1;0;"868,5";1;"2,3";"0,0";"0,0";"3,0";"0,0";"3,2";"3,0";"3,2";"5,0";"2,2";"2,0";"4,2";"18,0";"1,1";"2,1";"11,1";"9,1";"11,2";"0,0";"0,0";"0,0";"0,0";"6,1";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"19,2";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
936041;1;01/05/1989;1;"50,1";"193,0";9;20;1;1;0;"868,5";1;"0,0";"0,0";"7,0";"9,1";"0,0";"0,0";"0,0";"0,0";"50,1";"5,2";"23,0";"5,3";"3,3";"5,0";"4,3";"3,3";"6,0";"17,0";"16,1";"5,1";"11,0";"0,0";"0,0";"7,1";"0,0";"1,0";"0,0";"0,0";"6,0";"1,1";"7,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
936041;1;01/04/1989;1;"35,0";"117,1";10;11;1;1;0;"868,5";1;"0,0";"0,0";"1,2";"0,0";"21,2";"5,2";"0,0";"8,2";"0,0";"35,0";"15,2";"0,0";"0,0";"0,0";"0,0";"2,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,0";"8,1";"0,0";"4,0";"0,0";"0,0";"0,0";"16,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
936041;1;01/03/1989;1;"30,1";"57,5";28;4;1;1;0;"868,5";1;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"6,0";"0,0";"18,2";"30,1";"3,2";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
936041;1;01/02/1989;1;"0,0";"0,0";1;0;1;1;1;"868,5";1;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
936041;1;01/01/1989;1;"16,2";"17,5";10;3;1;1;0;"868,5";1;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"16,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,3";"0,0";"0,0";"1,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
936041;1;01/12/1988;1;"65,3";"121,6";7;5;1;1;0;"1275,4";1;"0,0";"0,0";"0,0";"26,2";"0,0";"23,0";"65,3";"2,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"5,1";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
936041;1;01/11/1988;1;"0,0";"0,0";1;0;1;1;1;"1275,4";1;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
936041;1;01/10/1988;1;"0,0";"0,0";1;0;1;1;1;"1275,4";1;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
936041;1;01/09/1988;1;"10,0";"58,4";7;13;1;1;0;"1275,4";1;"2,2";"0,0";"4,7";"5,3";"3,2";"7,8";"10,0";"2,0";"1,2";"3,3";"8,2";"4,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"5,2";"0,0";"1,1";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
936041;1;01/08/1988;1;"21,0";"121,1";28;17;1;1;0;"1275,4";1;"8,1";"5,0";"0,0";"0,0";"1,2";"10,1";"0,0";"3,3";"7,3";"0,0";"0,0";"8,3";"8,2";"12,3";"3,1";"0,0";"1,2";"0,0";"9,2";"2,2";"0,0";"0,0";"0,0";"0,0";"4,1";"0,0";"8,1";"21,0";"8,4";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
936041;1;01/07/1988;1;"72,3";"344,7";16;25;1;1;0;"1275,4";1;"7,2";"12,1";"0,0";"2,0";"15,3";"2,0";"1,2";"7,3";"17,0";"4,0";"4,2";"5,1";"17,4";"21,2";"38,0";"72,3";"58,0";"16,3";"1,2";"0,0";"5,3";"2,1";"0,0";"7,0";"0,0";"0,0";"10,1";"0,0";"1,3";"9,0";"8,1";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
